"Id";"Designator";"Footprint";"Quantity";"Designation";
63;"BATIGNORE4,BATIGNORE4,BATIGNORE7,BATIGNORE7";"BoardText";4;"+";
64;"SPKJ3,BATJ6,MOTJ7,LIGJ2";"01x06_2.54mm_Female";4;"01x06_2.54mm_Female";
65;"MOTIGNORE13";"BoardText";1;"5V";
66;"MOTIGNORE11";"BoardText";1;"Servo8";
67;"MOTIGNORE14";"BoardText";1;"DATA";
68;"MOTIGNORE9";"BoardText";1;"Servo6";
69;"MOTIGNORE5";"BoardText";1;"Servo2";
70;"SPKR2";"R_0402_1005Metric";1;"750K";
71;"MOTIGNORE12";"BoardText";1;"GND";
72;"BATIGNORE2";"BoardText";1;"ON";
73;"BATIGNORE8";"BoardText";1;"Only connect";
74;"MOTIGNORE7";"BoardText";1;"Servo4";
75;"BATIGNORE9";"BoardText";1;"1 battery!";
76;"MOTIGNORE8";"BoardText";1;"Servo5";
77;"MOTIGNORE10";"BoardText";1;"Servo7";
78;"MOTIGNORE6";"BoardText";1;"Servo3";
79;"SPKU1";"WLP-9_1.448x1.468mm_Layout3x3_P0.4mm_Ball0.27mm_Pad0.25mm";1;"MAX98357AEWL+T";
80;"MOTIGNORE4";"BoardText";1;"Servo1";
